price,address,area,bedrooms,toilets,floors,other_features
,"tuyệt đẹp ngay đoạn đầu trục chính, đường 9m, gần UBND xã Yên Thường vài bước chân, cách trường Tiểu học và Trung học phổ thông Yên Thường chỉ 500m.",,,,4.0,
,,,,,,
5.1,,,,,4.0,
,"sát chợ Hạnh Thông Tây, gần trường học các cấp, bênh viện, Ủy ban, dịch vụ tiện ích bao la. Tiện vừa ở vừa kinh doanh, cho thuê.",81.0,4.0,,4.0,"4 tầng, 4 phòng ngủ, sân sau, sân thượng rộng bao la."
,,84.0,,,,
,,,4.0,,4.0,
,,,,,,
,mặt tiền thuận tiện việc kinh doanh hoặc cho thuê.,,7.0,,4.0,
,"đắc mặt tiền kinh doanh, lề đường 4m, tiện kinh doanh đa ngành nghề.",,,,,
,"đắc địa kết nối Nguyễn Thị Định , Đồng Văn Cống",,,,3.0,
12.5,,93.0,4.0,,5.0,
,View công viên Centa City Vsip Từ Sơn,90.0,,,3.0,
,,,,,7.0,"7 tầng, có mặt bằng kinh doanh, penhouse, kiên cố, chắc chắn, tâm huyết."
,,,,,,
,,,4.0,,,
,,,,,5.0,
,,,,,,
,"đắc địa Trung tâm Thành phố, 1 phút đi bộ ra cầu sông Hàn, tiện ích bạc ngàn.",,,,,
,,,,,,
,"ngay chợ Hạnh Thông Tây, gần trường học các cấp, bênh viện, Ủy ban, các dịch vụ tiện ích khác. Vị trí đắc địa, vừa ở vừa kết hợp kinh doanh, cho thuê mặt bằng.",96.0,4.0,,4.0,"4 tầng, 4 phòng ngủ, 3 WC. sân thượng."
,,,,,4.0,"4 tầng, trước nhà sân thoáng, cực đẹp."
,,,2.0,,5.0,
,"sát chợ Hạnh Thông Tây, gần trường học các cấp, bênh viện, Ủy ban, các dịch vụ tiện ích khác. Vị trí đắc địa, vừa ở vừa kết hợp kinh doanh, cho thuê mặt bằng.",96.0,4.0,,3.0,
,"đẹp cách mặt tiền Trường Chỉnh chỉ vài bước chân, hẻm oto thông sang ba vân và Trương Công Định, khu dân trsi cao.",,3.0,,5.0,
,"tuyệt vời cho kinh doanh hay cho thuê, tận dụng tiềm năng kinh tế của khu vực sầm uất.",65.0,,,,
,,,,,,
,"đẹp ngay khu vực ăn uống Đồng Đen, di chuyển vài phút là tới đường Trường Chinh và Ngã Tử Bảy Hiền",,3.0,4.0,4.0,
,,,2.0,,4.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,2.0,,3.0,
,,,,,,
,,,,,,
,,,,,,
,"Lê Ngô Cát , Thủy Xuân,  Tp Huế.",,,,,
,"đắc địa, trung tâm Tân Phú. Hẻm xe hơi vào nhà, gần mặt tiền đường.",88.0,3.0,,,
,,,4.0,,,
,"tuyệt đẹp gần chợ Tân Bình, giáp Quận 10 và 11, tiện ích xung quanh.",,,,5.0,"5 tầng, trang bị nội ngoại thất xịn."
,,,4.0,,4.0,
,,,2.0,,,
,,,,,,
,,,,,,
,,,,,,
4.85,,42.0,,,5.0,
,"Quốc lộ 1A, Tân Chánh Hiệp, gần BV Q.12, Dương Thị Mười.",,,,,
,,,4.0,,4.0,
,,,,,,
,"Ngay Trung tâm Gò Dầu, Tân Sơn Nhì, Tân Hương, Gần Aeon mall Tân Phú.",,,,2.0,
,"đắc địa kết nối Q.2 , Q.7 , Q.9 , Đồng Nai, Cần Giờ",,,,3.0,
,"Gần KDL Bửu Long,cách đường Huỳnh Văn Nghệ khoảng 300m",,,,,
,,,2.0,,,
,,,,,,
,,,3.0,,,
,,,,,,
,,,,,,
,,,,,,
,,,4.0,,5.0,
,,,2.0,,,
,,,3.0,,,
9.5,cách Phạm Văn Đồng 200m.,,,,,
,"Hẻm xe hơi đỗ cửa Tân Sơn Nhì, cách mặt tiền 1 căn. Ngay trung tâm hành chính quận Tân Phú, cách sân bay 10M, trung tâm ẩm thực sầm uất ngày đêm, tiện ích bao quanh",,,,,
,,,2.0,,,
,"Ngay gần chợ khiết tâm  Giáo sứ khiết tâm  Chùa Bửu Quang. Sát bên KCN Sóng Thần, Các Trường mầm non C1 C2  C3...",,,,4.0,
,,,,,,
,,35.0,3.0,,,
,,,,,,
,,,,,,
,"tuyệt vời, ngay đối diện Vinhomes, tiện ích đa dạng.",61.0,,,5.0,
,"vô cùng đắc địa, ngõ thông, tầng 1 kinh doanh hoặc làm gara oto 7 chỗ rất tiện lợi.",,,,4.0,"4 tầng, mặt tiền 4.5m giá hơn 7 tỷ"
3.5,,,,,5.0,"5 tầng, 5 phòng khép kín"
3.4,,,4.0,,,
,20m đã ra mặt tiền đường Phan Văn Trị Phường 10 Gò Vấp.,46.0,3.0,,4.0,"4 tầng, 3 phòng ngủ, 3WC, 2 mặt hẻm, xe hơi ngủ nhà."
,,,2.0,,,
,,,,,4.0,
,,,,,,
,,72.0,,,,
,"đẹp, kinh doanh sầm uất",,,,4.0,
,,,,,,
,khu vực Hồng Tiến Bồ Đề Lâm Du,,,,4.0,"4 tầng, ô chờ thang máy, phù hợp vừa ở vừa setup văn phòng công ty"
,,100.0,2.0,,,
,,,4.0,,,
,,,,,5.0,"5 tầng, thiết kế khung cột chắc chắn  THOÁNG HAI MẶT. Nếu để ở cải tạo thêm thang máy, nếu để kinh doanh thì decor lại thì theo nhu cầu từ văn phòng, café, hiệu thuốc, spa và rất nhiều loại hình dịch vụ khác. Nhà có thiết kế cụ thể như sau"
19.5,"Ngô Gia TựĐặng Vũ Hỷ, gần khu đô thị Việt Hưng",,,,2.0,
,,,,,,
,"cực đỉnh, chỉ 3 bước chân ra mặt ngõ Oto tránh, trường học các cấp xung quanh.",,1.0,,5.0,
,,,,,,
,,,4.0,,,
,,,,,,
,Khu vực Quảng Khánh Từ HoaYên Hoa,,,,3.0,
,,,4.0,,,
5.7,"Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ.",,4.0,5.0,,
,"thuận tiện, gần siêu thị, gần trường học, gần chợ",,,,2.0,"2 tầng,  |	Đường trước nhà 5m, hẽm thông nhiều phía, sạch sẽ dân trí cao."
,,,3.0,,,
,,,2.0,2.0,,
,khu nhà cao tầng gần Nguyễn Văn Khối phường 8 Gò Vấp.,67.0,5.0,,5.0,
,,,,,7.0,
,,,3.0,,,
,"đẹp trung tâm quận Hà Đông, hàng xóm của khu đô thị Văn Quán. Vài bước chân ra đường Trần Phú. Siêu thị Big C cạnh nhà.",,,,4.0,"4 tầng, diện tích 58m, có sân chơi rất rộng."
,,,,,4.0,"4 tầng, 40m, vỉa hè rộng 10m tha hề để xe ."
,,,2.0,,,
,,,,,,
,,57.0,,,2.0,"2 tầng, 1 trệt 1 lầu 3PN."
9.3,,,,,,
,"dãy nhà cao tầng khu phân lô đường Thống Nhất phường 11 Gò Vấp, gần trường học, các dịch vụ tiện ích khác.",55.0,,,5.0,
5.4,,,,,3.0,"3 tầng, diện tích 41m2, view sân chơi thoáng vĩnh viễn."
,,,,,,
,,,,,4.0,
,,,,,5.0,
,"gần mặt tiền, khu vực an ninh, dân trí cao, xung quanh nhiều tiên ích.",,3.0,2.0,3.0,
,,,,,2.0,"2 tầng, cách MT 15m, hẻm trước nhà 5m rộng, thông tứ phía."
,,,4.0,,6.0,"6 tầng, diện tích sổ đỏ 33m2 từ tầng 2 đua ra được 38m2 mặt tiền 3.5m. Tổng có 4 phòng ngủ, 1 phòng khách, bếp , phòng thờ sân phơi vào 5 vs."
,"gần khu vực bàu cát, khu vực an ninh, dân trí cao, xung quanh nhiều tiện ích.",,6.0,2.0,5.0,
25.0,cách vòng xoay Trần Não 100m,,,,,
,,,,,,
,,,,,,
,"lô góc 3 mặt thoáng, ngõ trước nhà rộng 4m, ô tô đỗ cửa. Gần nhiều trường học, trung tâm thương mại, bệnh viện lớn. Giao thông thuận tiện, an sinh đỉnh.",4045.0,,,4.0,"4 tầng, MT 4m"
5.2,"Định Công gần Cầu định công, Vành Đai 2.5  Ba bước ra Phố Trịnh Đình Cửu, ô tô tải tránh.",,,,4.0,"4 tầng, MT 4.8m . Giá 5.2 tỷ"
,"đẹp, ô tô 4 chỗ đỗ cửa, ngõ thông các ngõ. Gần nhiều trường học, bệnh viện, trung tâm hành chính, thương mại. Giao thông thuận tiện, dân trí cao, an sinh đỉnh.",,,,6.0,"6 tầng, Mặt tiền 3.63m"
,"tuyệt đẹp ngay Aeon Mall Tân Phú, Trường Học Các Cấp, Giáp Tân Bình, Sân Bay 10p.",64.0,,,,
,,,,,2.0,"2 tầng, lửng, sân thượng"
,,,1.0,,,
,,,,,,
,gần sát mặt phố Thanh Bình. Ngõ xe 3 gác đỗ cửa.,,,,6.0,"6 tầng, 9 phòng doanh thu 30 triệutháng."
,,,,,7.0,"7 tầng, doanh thu gần 50 triệutháng, không bao giờ thiếu khách thuê ở dài hạn."
,,,,,,
7.0,"Mặt Ngõ thông, Kinh doanh Ô tô tránh, vào nhà. Thông các Phố Trương Định, Nguyễn An Ninh, Hoàng Mai, Tân Mai, Nguyễn Đức Cảnh...",,,,4.0,
,"trung tâm, cách phố lớn vài bước chân, giao thông rất thuận tiện. Kết nối các tuyến phố lớn Khương Đình, Nguyễn Trãi, Nguyễn Xiển, Định Công, Vũ Tông Phan, Trần Hòa, Định Công Thượng...",,,,6.0,"6 tầng, 8 ngủ, khách, bếp, phòng thờ, sân phơi. Tầm tiền này cực hiếm."
6.0,"đắc địa, hiếm nhà bán, ngõ thông Lạc Long Quân  Trịnh Công Sơn phố đi bộ, ngõ ô tô con lý thuyết, SH quay đầu, 80m thông ra phố Trịnh Công Sơn, 100m ra Lotte Mall trung tâm thương mại Tây Hồ.",,,,6.0,"6 tầng, 33m²."
,,,,,,
,,,,,,
,,,,,,
,,,,,4.0,"4 tầng, thiết kế thoáng trước sau, ô tô vào nhà 2 chiếc. Chủ mới có thể hoàn thiện theo nhu cầu sử dụng, có thể vừa ở vừa cho thuê. Nhà khu cột bê tông chắc chắn, móng tốt lên tầng thoải mái."
,,,,,,
,,,,,,
,,,,,,
,dự án,,,,4.0,
,,,4.0,3.0,,
,"đẹp nằm ngay khu Phan Anh cực đông đúc, sầm uất, gần chợ, Bách Hoá Xanh, Điện Máy Xanh giáp Lý Thánh Tông, Tô Hiệu, Hoà Bình, Tân Hoà Đông",,2.0,2.0,,
,"siêu đẹp, khu vip của quận, gần UBND, Trường Học Các Cấp, Bệnh Viện, Tân Bình vài bước.",96.0,,,,
,"trung tâm tiện ích phường Thới An, gần UBND Quận, UBND phường, gần chợ, trường học các cấp.",,,,2.0,"2 tầng, 3PN, có sân trước, sân sau. Sân để được xe 7 chỗ."
,"đắc địa, cách mặt phố Trịnh Công Sơn 50m. Tuyến phố đi bộ Tây ở nhiều hơn Ta. Ở rất sướng cho thuê căn hộ dịch vụ tuyệt vời",,,,7.0,"7 tầng, thang máy,  62m², 11 tỷ 5thương lượng."
,"Dương Đình Hội , Phước Long B , Tp. Thủ Đức",,,,,
,"đường Nguyễn Văn Khối phường 11 Gò Vấp. Bán kinh 500m tiện ích không thiếu thứ gì, trường học, chợ, siêu thị, ngân hàng v.v.",100.0,,,,
,,,,,,
,,,,,,
7.9,,,,,5.0,"5 tầng, diện tích 52m2, nhà xây chắc chắn vững chãi, phòng nào cũng có ánh sáng."
,"nhà bán cách trường mầm non Thịnh Liệt chỉ 20m, ngõ thông, ô tô tránh, vào nhà.  Nhà xây kiên cố. Chủ đang cho thuê 15 triệu tháng. Khách mua về sửa nhẹ, thêm nước Sơn là long lanh.",,,,,
,,,,,,
,,,,,1.0,"1 tầng, 3p ngủ  ,5p cho thuê nghỉ đêm, bếp và phòng ăn rộng rãi,phòng khách 30m2, sân đỗ được 3 ô tô ,khu dân cư đông đúc,trường học , cách TT 20km"
7.55,,,,,,
,,27.0,2.0,,,
,,,3.0,,2.0,
8.45,,,,,5.0,"5 tầng, diện tích 53m2, dễ cho thuê hoặc kinh doanh văn phòng."
,,,5.0,6.0,,
,,,,,,
,"Tân Trụ, gần Nguyễn Phúc Chu, Phan Huy Ích, Trường Chinh, KCN Tân Bình.",,,,,
,,,,,4.0,"4 tầng, có 6 CHDV full nội thất và 1 mặt bằng đang cho thuê, doanh thu hiện tại 80trth"
4.1,,,2.0,,,
,,,,,,
,,,2.0,,,
,"đắc địa, gần nút giao Hào Nam ga Cát Linh, thông các tuyến phố Hào NamCát LinhAn TrạchTrịnh Hoài Đức, giao thông cực thuận lợi",,,,8.0,
,,,,,,
,,,,,,
,,,2.0,,,
,,,,,,
,,,,,4.0,
,"gần Công viên Làng Hoa, Coopfood, Bán kính 1km là Chợ Hạnh Thông Tây, trường học các cấp, Bệnh viện Quận, BV Hồng Đức, ngân hàng Nông nghiệp, Đông Á, khu vực buôn bán kinh doanh sầm uất.",43.0,4.0,,4.0,"4 tầng, 4 phòng ngủ, 3 WC, 1 phòng khách, 1 phòng giặt và phơi đồ, sân thượng trước sau, giếng trời,"
,,,,,,
,"gần Phạm Văn Đồng,Lê Quang Định gần chợ Cây Quéo, gần trường học các cấp,giao thông thuận tiện, qua Gò Vấp chỉ mất vài phút.Dịch vụ tiện ích đầy đủ.",,,,,
,"ngay chợ Ông Địa hẻm thông, gần Lạc Long Quân, Quận 10.",23.0,,,,
,,,,,,
,,,5.0,,,
,,,,,4.0,
,,,5.0,,,
,,,3.0,,,
,,,3.0,,5.0,
,,,,,,
,,84.0,,,,
,"gần ngay UBND phường Hoá An, gần trường tiểu học Hoá An, cách đường Nguyễn Ái QUốc khoảng 100m",59.0,,,,
,"đắc địa, thuận lợi đi các hướng SG, Bình Dương, Long Thành, đặc biệt gần trung tâm hành chính tỉnh.",,,,,
,"hẻm 1 sẹc đường Số 14, gần đường Nguyễn Văn Khối phường 8 Gò Vấp. Phù hợp để ở, vừa ở vừa kinh doanh spa, văn phòng Công ty v.v.",69.0,4.0,,4.0,
,,,,,4.0,
,"nhà thuộc khu phân lô Thượng Thanh tiếp giáp với Ngọc Thụy, gần cầu Đông Trù. Nhà thuộc dãy thứ hai sau mặt đường lớn, thuận tiện giao thông các ngả đi Đức Giang, Ngô Gia Tự, Đặng Vũ Hỷ, Thanh Am, Lý Sơn. Khu vực đã được quy hoạch đồng bộ, tiện ích dịch vụ gần nhà đầy đủ, trường học từ mần non đến THPH. Nhà thuộc lô góc thoáng, phù hợp làm văn phòng công ty kết hợp ở rất thuận tiện.",,2.0,,5.0,"5 tầng, có thể lên tầng thoải mái"
,"tuyệt đẹp, sát bên Tân Bình, thuận tiện di chuyển sân bay 5p, vào quận trung tâm rất gần.",60.0,,,,
,,110.0,,,,
7.9,,,,,5.0,"5 tầng, diện tích 49m2, thoáng cả trước lẫn sau, đằng sau là sân trung tâm Y Tế nên thoáng vĩnh viễn."
,,,,,,
,"khu tái định cư Ngọc Thuỵ, cạnh Khai Sơn City, trường VIệt Pháp, gần đường Hồng Tiến 40m kéo dài, 5 phút đến cầu Chương Dương",,,,4.0,"4 tầng, giếng trời, tặng full nội thất."
,,,1.0,,5.0,
,,,,,,
,,,,,5.0,
,siêu đẹp,,5.0,5.0,,
,,,,,,
,,,,,,
,,,,,,
,"Nằm trên con Phố Đội Cấn chỉ cách 5p ra Hoàng Thành Thăng Long, Bảo Tàng Hồ Chí Minh, cắt giữa trục Ngọc Hà và Liễu Giai.Xung quanh tiện ích bạt ngàn shop thời trang mỹ phẩm",,,,4.0,
,,,6.0,,5.0,"5 tầng, 6 phòng ngủ, ở hay cho thuê dịch vụ đều rất ok. Giá nhỉnh 6 tỷ"
,"gần ngã ba Tân Sơn, thuận tiện đi Tân Bình, Tân Phú, vào Trung tâm Thành phố, về Miền Tây, v.v",,,,,
,,,3.0,,2.0,
,,,,,,
,,,,,,
,"cực đẹp gần bệnh viện Bình Tân, coopmart Bình Tân giáp Mã Lò, Chiến Lược, Tỉnh Lộ 10.",,4.0,,,
,,,,,,
,,,,,,
,khu nhà cao tầng đường Số 21 phường 8 Gò Vấp.,53.0,3.0,,4.0,"4 tầng, 3 phòng ngủ, 3 WC, chỗ để xe hơi."
,,,,,,
6.6,,45.0,,,4.0,"4 tầng, nhà xây kiên cố chắc chắn."
,"trung tâm quận Ba Đình, gần các tuyến phố Vĩnh phúc, Đội cắn, Hoàng quốc việt, văn cao Thụy Khuê, kim mã, .",,3.0,,,
,,,3.0,,,
,,,,,,
,"sát bên chợ Bà Chiểu, gần trường học các cấp, mầm non , bệnh viện Ung Bướu,bệnh viện Gia Định, hướng ra đường Bạch Đằng, Phan Đăng Lưu, siêu thị,ủy ban, dịch vụ tiện ích đầy đủ.",,,,,
,,,,,,
,,,4.0,,,
,,,6.0,,,
,"tiện ích gần chợ Tân Lập, Cao tốc , trường học , dịch vụ , khu ăn uống ngoài trời",,,,,
,,,,,,
,,,3.0,,2.0,
,"Trung tâm Cầu Giấy, đi lại thuận tiện, ngõ thông, ô tô qua nhà",,,,,
,,,,,2.0,
,,,,,4.0,"4 tầng, ô tô ngủ trong nhà chỉ 5.7 tỷ."
,"sát bên Cao Đẳng Công Thương, chợ, khu ăn uống",,,,4.0,
,,,,,,
,,,6.0,,5.0,"5 tầng, 6 ngủ, nhà rộng, thoáng sáng, chỉ 5 tỷ 480 triệu"
11.9,,59.0,,,7.0,"7 tầng, lô góc 2 thoáng, nội thất đẹp mê ly."
,,,,,,
,"mặt đường Thiên Lôi tại khu Vĩnh Niệm, Lê Chân, Hải Phòng, nơi giao thông thuận tiện, tiềm năng phát triển.",,,,,
,,,,,,
,"Ngay giao lộ hai trục đường Chính Tên Lửa và Đường số 1. Gần Aeon Mall Bình Tân. Bên cạnh FPT Shop, đối diện Highlight Coffe...",,,,3.0,
,"hẻm 1  đường Tên lửa cách vài bước ra đường lớn, gần tỉnh lộ 10",,2.0,,,
,"mặt tiền đường số 1a, gần vành đai trong, song song với đường số 1, mua ở hay kinh doanh đều rất ok",,,,,
,,,3.0,,,
,,,4.0,,,
4.0,,,4.0,,,
,,,,,,
7.5,"Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ.",,4.0,5.0,,
,,,,,,
,,,,,4.0,
,,,,,,
,,,,,,
,,,,,5.0,"5 tầng, chủ mới sửa lại đẹp"
,,45.0,,,,
,,,,,,
,,,,,5.0,
,,,,,,
,,,,,,
,,,3.0,,3.0,
,"cách đường lớn 30m, khu vực nhiều cơ sở kinh doanh dịch vụ, hàng quán.",58.0,3.0,,3.0,
,,,4.0,,,
,,,,,,
,,,4.0,,6.0,
,,,3.0,,,
,,,,,,
,,,,,,
,"đắc địa, cách trường tiểu học Tân Mai 800m, cách cấp 3 Trương Định 200m. Tổ chức học thêm và ôn thi luôn đông học sinh.",,,,4.0,"4 tầng, 5 phòng rộng. Phù hợp làm trung tâm anh ngữ hoặc nơi giảng dạy các môn Toán, Tiếng Việt hoặc học thêm cho các học sinh cấp 1, cấp 2 và cấp 3"
,,,,,,
,"sát hẻm xe tải tránh, gần chợ, trường học, BHX. Bán kính 1 km là chợ Hạnh Thông Tây, Lotte Mart, Công viên Làng Hoa, Bệnh viện Quận, Hồng Đức, tiện ích không thiếu thứ gì.",42.5,2.0,,,
,,,3.0,,,
,,,,,5.0,
,cực đỉnh tại phường Trường Thọ,75.0,,,,
,thuận lợi cho kinh doanh với gần 10m mặt tiền đường.,,,,2.0,
,,92.0,8.0,,6.0,
,,,2.0,,5.0,
,"ngay chợ Thạnh phú, sát TT Biên Hoà",,,,,
,"đắc địa, gần Lâm Văn Bền, Nguyễn Thị Thập.",,,,,
,,,,,,
,,,4.0,,4.0,
,,,,,,
,,,,,,
,,,4.0,,,
,,,,,,
,"vài bước tới Lotte Mart , sát khu CityLand, khu Phan Văn Trị, Thống Nhất, Quang Trung. Khu sầm uất, đầy đủ tiện ích.",,,,,
,,,,,4.0,"4 tầng, có 6 CHDV full nội thất và 1 mặt bằng đang cho thuê, doanh thu hiện tại 80trth"
7.0,"Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ.",,,,,
4.25,"Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ.",,,,,
,,,,,,
,,,,,,
,,,,,5.0,
,,,,,,
,di chuyển ra Phạm Văn Đồng chỉ 200m.,,,,4.0,
4.25,"Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ.",,,,,
,,,,,,
,,,,,,
,,,,,6.0,
,,,,,,
,,,,,1.0,
,,,,,7.0,
,,,,,,
,đẹp ngay Ngã Sáu Phù Đổng siêu đắc địa.,,,,3.0,
,thuận tiện di chuyển qua các quận trung tâm.,,,,,
,đẹp vô cùng đắc địa và sang trọng.,,,,5.0,
,,,,,6.0,
,,,,,10.0,
,"siêu đẹp, liền kề Tân Bình, Bình Tân, tiện di chuyển vào trung tâm.",70.0,,,,
,,,,,7.0,
,cực đẹp góc 3 mặt tiền thông thoáng.,,,,,
,,,,,,
,,,,,,
,"đẹp góc 2 mặt tiền, đoạn 2 chiều cực thuận tiện.",,,,5.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,quá tuyệt vời.,,,,4.0,
,"thông thoáng an ninh nhà rộng rãi, sát mặt tiền, thông ra Bùi Đình Tuý",,3.0,,,
,,,2.0,,,
,,,,,,
,,37.0,,,,
,,70.0,,,,
,,,,,10.0,
,"đi ra Đỗ Xuân Hợp 20m, ngã tư Bình Thái , metro Suối Tiên 7ph",,,,3.0,"3 tầng, nội thất gỗ mới đẹp, có 3 PN 4WC tiện cho gia đình"
8.3,,,,,4.0,"4 tầng, 42m2, mặt tiền đẹp, thoáng sáng, nhà thiết kế hiện đại vô cùng hợp lý."
,,,,,1.0,
,,,,,5.0,
,,,,,,
,"đắc địa, toạ lạc trên trục đường chính của Sài Gòn, khu kinh doanh sầm uất.",,,,4.0,
,"đẹp nhà 2 mặt tiền, tuyến đường lớn thương hiệu.",,,,5.0,
,,,,,,
,,,,,,
,,,,,9.0,
,"sát đường Nguyễn Văn Trỗi, 10 phút ra sân bay TSN.",,2.0,,3.0,
,,,,,,
,,,,,,
,,,,,2.0,"2 tầng, Diện tích sử dụng 68m2."
,,,,,2.0,
,,,,,,
,"đẹp kinh doanh, dân trí tốt.",,2.0,,4.0,
,"Trung tâm quận Tân Bình giáp Q10, Q11, ngay khu ẩm thực Nguyễn Thị Nhỏ, nhà thờ Hầm, gần chợ Ông Địa, Trường học các cấp 1,2,3 gần Đại học Bách Khoa, Kinh Tế, Hoa Sen,...",,6.0,,4.0,"4 tầng, hẻm rộng thông thoáng, 5 tỷ 99 thương lượng"
,"Nằm giữa phố đi bộ Nguyễn Huệ  Đồng Khởi, vị trí vàng đắc địa trung tâm.",,,,,
,"vô cùng đắc địa cạnh chợ Bến Thành. Phố đi bộ Nguyễn Huệ ga Metro, Vincom, Papkson...",,,,3.0,
,,,,,3.0,"3 tầng, khu dân cư, không bị QH. Tiện kinh doanh cho thuê. Hoặc xây dựng tòa nhà."
20.0,"trung tâm Quận 1. Dân trí. Tiện xây ở, vp cty, căn hộ dv...",,,,,
38.0,đoạn đẹp nhất khu đường hoa.,,,,,
45.0,đẹp. Khu tài chính. Xung quanh nhiều thương hiệu nổi tiếng. Đang cho thuê 160 triệuth.,,,,,
,"đẹp, khu vực vip nhất Q. Bình Thạnh, con đường trọng điểm, lề đường lớn, mát mẻ, mặt tiền sáng gần Nguyễn Gia Trí, xung quanh có nhiều dự án lớn, giá trị khai thác cao, di chuyển về Quận 1 rất gần.",,,,,
,"đẹp, khu vực Vip Quận 3, con đường trọng điểm, lề đường lớn, mặt tiền sáng đẹp gần Tôn Thất Tùng, CMT8, xung quanh có nhiều dự án lớn, giá tri khai thác cao, sát Quận 1.",,,,,
70.0,,,,,7.0,"7 tầng, thang máy."
,,,,,8.0,
,"Thương hiệu. Kinh doanh sầm uất. Nhà hàng, Khách sạn, Thời trang, Spa, thẩm mỹ viện...",,,,,
,,,3.0,,,
,,,,,,
105.0,"đẹp, sang trọng. Sàn trống Tiện làm cty vp. Đủ điều kiện làm Bệnh viện thẫm mỹ.",,,,8.0,
,"căn góc 2 đường, Trần Hưng Đạo 30m, đường nhánh 16m.",,,,3.0,
,,,,,3.0,
,,,,,6.0,
,"Cực đẹp ngõ to, phân lô, ô tô tải chạy vòng quanh.",,2.0,,,
,,,,,3.0,
,,,,,,
,,,,,4.0,"4 tầng, 1 tum 4 PN đủ công năng, giảm chào 2.5 tỷ."
,"rất đẹp nằm ngay khu vip Tân Hương, vài bước ra mặt tiền, 5p đến Aeon Mall Tân Phú, tiện ích đầy đủ xung quanh.",68.0,,,,
,,90.0,,,,
22.0,,,3.0,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,4.0,2.0,,
,"Nằm ngay trung tâm Sài Gòn, gần Chợ, Trường học các cấp, Uỷ ban nhân dân Quận",,3.0,3.0,,
,,,,,,
,,,,,,
,,,,,,
,"siêu đắc địa, đẹp nhất nhì khu nhà vườn. Nằm cạnh ngã 3, hướng công viên vườn hao, cây xanh bóng mát quanh nhà, chỗ đậu xe rộng mênh mông. Rất thuận lợi khi nhà có công việc hoặc tiếp đón khách.",,2.0,,,
,"Nằm gần Trường học các cấp, gần chợ, Bệnh viện, Uỷ Ban Quận.",,4.0,5.0,4.0,"4 tầng, có sân thượng.Tặng toàn bộ nội thất"
,"hiếm, đắc địa dễ kinh doanh mọi nghành nghề, HXH quay đầu,vài bước ra MT",,,,,
,,,,,5.0,
,"trung tâm quận đống đa, tầm tiền nhiều khách tìm, ngõ to rộng, bagac phi ầm ầm, ô tô suzuki cóc, xe vật liệu xây dựng vào tận nơi.",,2.0,,3.0,
,"Thuộc  KDC chợ đầu mối Tân Biên, cách QL1A 100m, Đầy đủ tiện ích xung quanh trong bán kính 300m. Nhà rộng, thông thoáng có thể làm văn phòng kinh doanh, ở đều rất thuận tiện.",,4.0,,,
,"Mặt tiền QL1A, gần ngã ba Trị An, thuộc xã Bình Minh, Trảng Bom. Gần chợ Hố Nai 3",,,,,
,"Mặt tiền trục đường Yết Kiêu, đường 2 chiều có công viên vui chơi  máy tập tập thể dục nâng cao sức khỏe ở giữa. Khu VIP đáng sống bậc nhất khu vực, nơi nghĩ ngơi lý tưởng sau ngày dài làm việc.",,,,,
,,,,,8.0,
,"gần UBND phường BTDB, CA phường, BV Quốc Tế, BV Nhà nước, trường học, chợ, Aeon Mall, siêu thị... tiện ích không thiếu gì cả.,",,,,,
,"hẻm đường 29 khu tên lửa, thông ra tỉnh lộ 10. gần chợ , siêu thị , trường học",,2.0,,,
,,,,,,
,,87.0,,,4.0,
,,,,,,
,,,3.0,3.0,2.0,"2 tầng, 3 phòng ngủ, 3 toilet,"
,"GẦN ngã tư Bình Triệu, TTTM Gigamall Đường Phạm Văn Đồng. Đối diện Đại học luật, nhà thờ Fatima,khu đô thị Vạn Phúc..",,5.0,,,
,,44.0,7.0,7.0,4.0,"4 tầng, 7 phòng ngủ, 7 toilet,"
,,,,,,
17.9,,,,,,
,,,3.0,,,
,,,,,,
,,,,,5.0,
,,,,,,
,,60.0,,,,
,,,,,3.0,"3 tầng, Nội thất cao cấp, Thang máy xịn."
,"khu vực nhà cao tầng, dân trí, cách đường lớn khoảng 30m.",63.0,4.0,,4.0,"4 tầng, với 4 phòng ngủ, sân thượng trước, sau."
,"rất đẹp, nằm ngay khu vip nhất Tân Phú, sát bên Đầm Sen Park, Trung Tâm Thương mại, giáp khu bàu cát Tân Bình.",,,,,
,"trung tâm, hiếm nhà bán. Khu vực gần trường, chợ...An ninh tốt, dân trí cao",,,,5.0,
7.4,,56.0,,,4.0,
,"trung tâm lõi Sapa, cách Hồ Sapa 600m",100126157.0,,,4.0,"4 tầng, mật độ xây dựng 80"
,,,,,,
,,,,,4.0,
,"Mặt tiền đường An Dương Vương, Phường An Lạc, Quận Bình Tân Số 324.",,,,,
